API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
IMDb top 100 movies,https://rapidapi.com/yassinezaza20/api/imdb-top-100-movies1/,imdb-top-100-movies1.p.rapidapi.com,GET:Get Top 100 Movies according to IMDb,Get Top 100 Movies according to IMDb,,[{}],[{}]
IMDb top 100 movies,https://rapidapi.com/yassinezaza20/api/imdb-top-100-movies1/,imdb-top-100-movies1.p.rapidapi.com,GET:Get a specific Movie by id,"get top x movie by id 'top46' :
The Cover image, Rank, Title, Thumbnail, Rating, Id, Year, Images, Description, Genre, Director, Writer and IMDb ID .",,"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Movies API,https://rapidapi.com/elisbushaj2/api/movies-api14/,movies-api14.p.rapidapi.com,GET:Shows,"The Shows endpoint provides users with an extensive selection of TV shows, coupled with versatile filtering options. These filters empower users to refine their search results by release year, ranging from 1900 to 2023, paginate through results, specify preferred genres, and s...",,[{}],[{}]
Movies API,https://rapidapi.com/elisbushaj2/api/movies-api14/,movies-api14.p.rapidapi.com,GET:Movies,"The Movies endpoint grants users the ability to explore an extensive movie catalog, coupled with powerful filtering options. These filters include refining search results by release year, from 1900 to 2023, paging through results, specifying preferred genres, and setting minim...",,[{}],[{}]
Movies API,https://rapidapi.com/elisbushaj2/api/movies-api14/,movies-api14.p.rapidapi.com,GET:Search,"The Search endpoint empowers users to conduct customized searches, enabling them to discover movies and TV shows based on specific criteria such as genre, actor, director, or keyword, providing a tailored and efficient content discovery experience.",,"[{'参数名': ['query'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Movies API,https://rapidapi.com/elisbushaj2/api/movies-api14/,movies-api14.p.rapidapi.com,GET:Show,"The Show endpoint offers detailed insights into a specific TV show, providing information on its plot, cast, release date, genre, and streaming platform availability in a concise format.",,"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Movies API,https://rapidapi.com/elisbushaj2/api/movies-api14/,movies-api14.p.rapidapi.com,GET:Home,"The home endpoint offers a curated and dynamic homepage experience, delivering a rich selection of movies categorized to cater to diverse interests and preferences. Users can discover an array of films thoughtfully organized into genres, themes, and trending topics, ensuring t...",,[{}],[{}]
Movies API,https://rapidapi.com/elisbushaj2/api/movies-api14/,movies-api14.p.rapidapi.com,GET:Movie,"The movie endpoint delivers detailed information about a specific movie, including its synopsis, cast, release date, genre, and streaming platform availability.",,[{}],"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
Advanced Movie Search,https://rapidapi.com/jakash1997/api/advanced-movie-search/,advanced-movie-search.p.rapidapi.com,GET:Genre List,Get list of all available genres,,[{}],[{}]
Advanced Movie Search,https://rapidapi.com/jakash1997/api/advanced-movie-search/,advanced-movie-search.p.rapidapi.com,GET:Search by Genre,Discover movies by Genre,,[{}],"[{'参数名': ['with_genres', 'page'], '参数类型': ['STRING', 'NUMBER'], '参数注意事项': ['', '']}]"
